,bus,carrier,p_nom,year_removed
DE0 0 biomass,DE0 0,biomass,0.5549999999999999,2049
DE0 1 biomass,DE0 1,biomass,2.4939999999999998,2049
DE0 10 biomass,DE0 10,biomass,0.15,2049
DE0 11 biomass,DE0 11,biomass,1.325,2049
DE0 12 biomass,DE0 12,biomass,3.599,2049
DE0 13 biomass,DE0 13,biomass,1.3185,2049
DE0 14 biomass,DE0 14,biomass,0.449,2049
DE0 15 biomass,DE0 15,biomass,1.435,2049
DE0 2 biomass,DE0 2,biomass,1.159,2049
DE0 3 biomass,DE0 3,biomass,1.8399999999999999,2049
DE0 4 biomass,DE0 4,biomass,0.22499999999999998,2049
DE0 5 biomass,DE0 5,biomass,0.599,2049
DE0 6 biomass,DE0 6,biomass,0.25,2049
DE0 7 biomass,DE0 7,biomass,1.034,2049
DE0 8 biomass,DE0 8,biomass,2.961,2049
DE0 9 biomass,DE0 9,biomass,0.075,2049
DE0 0 biomass,DE0 0,biomass,2.3585,2048
DE0 1 biomass,DE0 1,biomass,3.649,2048
DE0 10 biomass,DE0 10,biomass,0.192,2048
DE0 11 biomass,DE0 11,biomass,1.9522,2048
DE0 12 biomass,DE0 12,biomass,3.403,2048
DE0 13 biomass,DE0 13,biomass,4.547000000000001,2048
DE0 14 biomass,DE0 14,biomass,8.51,2048
DE0 15 biomass,DE0 15,biomass,0.821,2048
DE0 2 biomass,DE0 2,biomass,4.2330000000000005,2048
DE0 3 biomass,DE0 3,biomass,0.894,2048
DE0 4 biomass,DE0 4,biomass,1.7750000000000001,2048
DE0 5 biomass,DE0 5,biomass,8.775,2048
DE0 6 biomass,DE0 6,biomass,1.159,2048
DE0 7 biomass,DE0 7,biomass,0.59,2048
DE0 8 biomass,DE0 8,biomass,5.9055,2048
DE0 9 biomass,DE0 9,biomass,2.1575,2048
DE0 0 biomass,DE0 0,biomass,1.1099999999999999,2047
DE0 1 biomass,DE0 1,biomass,1.0,2047
DE0 10 biomass,DE0 10,biomass,0.22499999999999998,2047
DE0 11 biomass,DE0 11,biomass,1.075,2047
DE0 12 biomass,DE0 12,biomass,1.4769999999999999,2047
DE0 13 biomass,DE0 13,biomass,1.6763,2047
DE0 14 biomass,DE0 14,biomass,1.062,2047
DE0 15 biomass,DE0 15,biomass,0.48,2047
DE0 2 biomass,DE0 2,biomass,2.356,2047
DE0 3 biomass,DE0 3,biomass,0.4503,2047
DE0 4 biomass,DE0 4,biomass,1.107,2047
DE0 5 biomass,DE0 5,biomass,0.15,2047
DE0 6 biomass,DE0 6,biomass,0.345,2047
DE0 7 biomass,DE0 7,biomass,0.625,2047
DE0 8 biomass,DE0 8,biomass,2.029,2047
DE0 9 biomass,DE0 9,biomass,1.4155,2047
DE0 0 biomass,DE0 0,biomass,1.2,2046
DE0 1 biomass,DE0 1,biomass,1.3980000000000001,2046
DE0 10 biomass,DE0 10,biomass,0.375,2046
DE0 11 biomass,DE0 11,biomass,1.671,2046
DE0 12 biomass,DE0 12,biomass,2.7,2046
DE0 13 biomass,DE0 13,biomass,2.0594,2046
DE0 14 biomass,DE0 14,biomass,0.531,2046
DE0 15 biomass,DE0 15,biomass,0.525,2046
DE0 2 biomass,DE0 2,biomass,6.6370000000000005,2046
DE0 3 biomass,DE0 3,biomass,1.355,2046
DE0 4 biomass,DE0 4,biomass,3.177,2046
DE0 5 biomass,DE0 5,biomass,0.3,2046
DE0 6 biomass,DE0 6,biomass,1.458,2046
DE0 7 biomass,DE0 7,biomass,0.94,2046
DE0 8 biomass,DE0 8,biomass,1.915,2046
DE0 9 biomass,DE0 9,biomass,0.536,2046
DE0 0 biomass,DE0 0,biomass,0.59,2045
DE0 1 biomass,DE0 1,biomass,0.729,2045
DE0 10 biomass,DE0 10,biomass,0.5549999999999999,2045
DE0 11 biomass,DE0 11,biomass,1.6070000000000002,2045
DE0 12 biomass,DE0 12,biomass,1.1587,2045
DE0 13 biomass,DE0 13,biomass,1.3087,2045
DE0 14 biomass,DE0 14,biomass,1.7500000000000002,2045
DE0 15 biomass,DE0 15,biomass,0.441,2045
DE0 2 biomass,DE0 2,biomass,1.096,2045
DE0 3 biomass,DE0 3,biomass,0.555,2045
DE0 4 biomass,DE0 4,biomass,0.8994,2045
DE0 5 biomass,DE0 5,biomass,1.9071999999999998,2045
DE0 6 biomass,DE0 6,biomass,0.375,2045
DE0 7 biomass,DE0 7,biomass,0.805,2045
DE0 8 biomass,DE0 8,biomass,0.9798,2045
DE0 9 biomass,DE0 9,biomass,0.32606,2045
DE0 0 biomass,DE0 0,biomass,7.3175,2044
DE0 1 biomass,DE0 1,biomass,16.37352,2044
DE0 10 biomass,DE0 10,biomass,1.5350000000000001,2044
DE0 11 biomass,DE0 11,biomass,28.4349,2044
DE0 12 biomass,DE0 12,biomass,26.89404,2044
DE0 13 biomass,DE0 13,biomass,22.1894,2044
DE0 14 biomass,DE0 14,biomass,18.3035,2044
DE0 15 biomass,DE0 15,biomass,2.933,2044
DE0 2 biomass,DE0 2,biomass,20.226399999999998,2044
DE0 3 biomass,DE0 3,biomass,9.836,2044
DE0 4 biomass,DE0 4,biomass,22.6699,2044
DE0 5 biomass,DE0 5,biomass,2.8425000000000002,2044
DE0 6 biomass,DE0 6,biomass,3.202,2044
DE0 7 biomass,DE0 7,biomass,17.14,2044
DE0 8 biomass,DE0 8,biomass,9.169500000000001,2044
DE0 9 biomass,DE0 9,biomass,13.409,2044
DE0 0 biomass,DE0 0,biomass,7.559,2043
DE0 1 biomass,DE0 1,biomass,20.2107,2043
DE0 10 biomass,DE0 10,biomass,3.5,2043
DE0 11 biomass,DE0 11,biomass,33.239399999999996,2043
DE0 12 biomass,DE0 12,biomass,32.477,2043
DE0 13 biomass,DE0 13,biomass,13.1038,2043
DE0 14 biomass,DE0 14,biomass,7.6627,2043
DE0 15 biomass,DE0 15,biomass,3.186,2043
DE0 2 biomass,DE0 2,biomass,31.863,2043
DE0 3 biomass,DE0 3,biomass,19.143,2043
DE0 4 biomass,DE0 4,biomass,32.6783,2043
DE0 5 biomass,DE0 5,biomass,5.474,2043
DE0 6 biomass,DE0 6,biomass,6.594,2043
DE0 7 biomass,DE0 7,biomass,11.233,2043
DE0 8 biomass,DE0 8,biomass,20.3025,2043
DE0 9 biomass,DE0 9,biomass,18.925,2043
DE0 0 biomass,DE0 0,biomass,21.09916,2042
DE0 1 biomass,DE0 1,biomass,22.428,2042
DE0 10 biomass,DE0 10,biomass,2.062,2042
DE0 11 biomass,DE0 11,biomass,24.67,2042
DE0 12 biomass,DE0 12,biomass,29.9262,2042
DE0 13 biomass,DE0 13,biomass,17.9843,2042
DE0 14 biomass,DE0 14,biomass,22.2248,2042
DE0 15 biomass,DE0 15,biomass,10.21,2042
DE0 2 biomass,DE0 2,biomass,29.126,2042
DE0 3 biomass,DE0 3,biomass,6.598,2042
DE0 4 biomass,DE0 4,biomass,30.012,2042
DE0 5 biomass,DE0 5,biomass,11.09,2042
DE0 6 biomass,DE0 6,biomass,7.3547,2042
DE0 7 biomass,DE0 7,biomass,20.294,2042
DE0 8 biomass,DE0 8,biomass,26.0264,2042
DE0 9 biomass,DE0 9,biomass,17.4447,2042
DE0 0 biomass,DE0 0,biomass,66.784,2041
DE0 1 biomass,DE0 1,biomass,61.2731,2041
DE0 10 biomass,DE0 10,biomass,17.056,2041
DE0 11 biomass,DE0 11,biomass,98.081,2041
DE0 12 biomass,DE0 12,biomass,217.376,2041
DE0 13 biomass,DE0 13,biomass,97.4695,2041
DE0 14 biomass,DE0 14,biomass,86.3636,2041
DE0 15 biomass,DE0 15,biomass,17.4256,2041
DE0 2 biomass,DE0 2,biomass,222.2755,2041
DE0 3 biomass,DE0 3,biomass,17.0302,2041
DE0 4 biomass,DE0 4,biomass,50.298,2041
DE0 5 biomass,DE0 5,biomass,17.581,2041
DE0 6 biomass,DE0 6,biomass,39.807,2041
DE0 7 biomass,DE0 7,biomass,48.8684,2041
DE0 8 biomass,DE0 8,biomass,78.5365,2041
DE0 9 biomass,DE0 9,biomass,96.956,2041
DE0 0 biomass,DE0 0,biomass,69.5965,2040
DE0 1 biomass,DE0 1,biomass,26.6634,2040
DE0 10 biomass,DE0 10,biomass,6.795,2040
