,bus,carrier,p_nom,year_removed
DE0 1 biomass,DE0 1,biomass,3.952,2049
DE0 2 biomass,DE0 2,biomass,3.0845,2049
DE0 4 biomass,DE0 4,biomass,0.6010000000000001,2049
DE0 7 biomass,DE0 7,biomass,1.2489999999999999,2049
DE0 8 biomass,DE0 8,biomass,0.799,2049
DE0 9 biomass,DE0 9,biomass,4.2330000000000005,2049
DE0 A biomass,DE0 A,biomass,4.303,2049
DE0 B biomass,DE0 B,biomass,0.15,2049
DE0 D biomass,DE0 D,biomass,0.15899999999999997,2049
DE0 E biomass,DE0 E,biomass,0.188,2049
DE0 F biomass,DE0 F,biomass,0.6749999999999999,2049
DE0 G biomass,DE0 G,biomass,0.075,2049
DE0 1 biomass,DE0 1,biomass,14.313500000000001,2048
DE0 2 biomass,DE0 2,biomass,9.3855,2048
DE0 4 biomass,DE0 4,biomass,0.5542,2048
DE0 7 biomass,DE0 7,biomass,0.8099999999999999,2048
DE0 8 biomass,DE0 8,biomass,1.848,2048
DE0 9 biomass,DE0 9,biomass,4.3205,2048
DE0 A biomass,DE0 A,biomass,11.92,2048
DE0 B biomass,DE0 B,biomass,0.192,2048
DE0 D biomass,DE0 D,biomass,0.7050000000000001,2048
DE0 E biomass,DE0 E,biomass,2.91,2048
DE0 F biomass,DE0 F,biomass,3.633,2048
DE0 G biomass,DE0 G,biomass,0.15,2048
DE0 1 biomass,DE0 1,biomass,1.8193,2047
DE0 2 biomass,DE0 2,biomass,3.6862999999999997,2047
DE0 4 biomass,DE0 4,biomass,0.775,2047
DE0 7 biomass,DE0 7,biomass,0.635,2047
DE0 8 biomass,DE0 8,biomass,0.525,2047
DE0 9 biomass,DE0 9,biomass,3.0324999999999998,2047
DE0 A biomass,DE0 A,biomass,2.547,2047
DE0 B biomass,DE0 B,biomass,0.3,2047
DE0 D biomass,DE0 D,biomass,1.032,2047
DE0 E biomass,DE0 E,biomass,0.22499999999999998,2047
DE0 F biomass,DE0 F,biomass,1.6809999999999998,2047
DE0 G biomass,DE0 G,biomass,0.325,2047
DE0 1 biomass,DE0 1,biomass,2.2479999999999998,2046
DE0 2 biomass,DE0 2,biomass,4.5344,2046
DE0 4 biomass,DE0 4,biomass,2.497,2046
DE0 7 biomass,DE0 7,biomass,2.255,2046
DE0 8 biomass,DE0 8,biomass,0.6599999999999999,2046
DE0 9 biomass,DE0 9,biomass,8.791,2046
DE0 A biomass,DE0 A,biomass,1.854,2046
DE0 B biomass,DE0 B,biomass,0.3,2046
DE0 C biomass,DE0 C,biomass,0.22499999999999998,2046
DE0 D biomass,DE0 D,biomass,1.841,2046
DE0 E biomass,DE0 E,biomass,0.745,2046
DE0 F biomass,DE0 F,biomass,0.632,2046
DE0 G biomass,DE0 G,biomass,0.195,2046
DE0 1 biomass,DE0 1,biomass,2.9419999999999997,2045
DE0 2 biomass,DE0 2,biomass,2.1987,2045
DE0 4 biomass,DE0 4,biomass,1.3964,2045
DE0 7 biomass,DE0 7,biomass,2.137,2045
DE0 8 biomass,DE0 8,biomass,0.375,2045
DE0 9 biomass,DE0 9,biomass,1.8136999999999999,2045
DE0 A biomass,DE0 A,biomass,1.183,2045
DE0 B biomass,DE0 B,biomass,0.8049999999999999,2045
DE0 D biomass,DE0 D,biomass,0.96,2045
DE0 E biomass,DE0 E,biomass,0.27605999999999997,2045
DE0 F biomass,DE0 F,biomass,0.446,2045
DE0 G biomass,DE0 G,biomass,0.55,2045
DE0 1 biomass,DE0 1,biomass,14.512,2044
DE0 2 biomass,DE0 2,biomass,33.2959,2044
DE0 4 biomass,DE0 4,biomass,28.9879,2044
DE0 7 biomass,DE0 7,biomass,18.215500000000002,2044
DE0 8 biomass,DE0 8,biomass,12.839,2044
DE0 9 biomass,DE0 9,biomass,33.79904,2044
DE0 A biomass,DE0 A,biomass,26.30152,2044
DE0 B biomass,DE0 B,biomass,2.637,2044
DE0 C biomass,DE0 C,biomass,0.6,2044
DE0 D biomass,DE0 D,biomass,16.3549,2044
DE0 E biomass,DE0 E,biomass,19.444,2044
DE0 F biomass,DE0 F,biomass,11.5824,2044
DE0 G biomass,DE0 G,biomass,3.907,2044
DE0 1 biomass,DE0 1,biomass,29.4845,2043
DE0 2 biomass,DE0 2,biomass,30.823800000000002,2043
DE0 4 biomass,DE0 4,biomass,23.6997,2043
DE0 7 biomass,DE0 7,biomass,14.404,2043
DE0 8 biomass,DE0 8,biomass,17.5597,2043
DE0 9 biomass,DE0 9,biomass,45.4527,2043
DE0 A biomass,DE0 A,biomass,28.3377,2043
DE0 B biomass,DE0 B,biomass,5.036,2043
DE0 C biomass,DE0 C,biomass,0.6,2043
DE0 D biomass,DE0 D,biomass,24.8183,2043
DE0 E biomass,DE0 E,biomass,15.871,2043
DE0 F biomass,DE0 F,biomass,20.587,2043
DE0 G biomass,DE0 G,biomass,10.477,2043
DE0 1 biomass,DE0 1,biomass,37.3284,2042
DE0 2 biomass,DE0 2,biomass,46.31496,2042
DE0 4 biomass,DE0 4,biomass,21.345,2042
DE0 7 biomass,DE0 7,biomass,18.6202,2042
DE0 8 biomass,DE0 8,biomass,11.722,2042
DE0 9 biomass,DE0 9,biomass,48.3845,2042
DE0 A biomass,DE0 A,biomass,37.608000000000004,2042
DE0 B biomass,DE0 B,biomass,6.871,2042
DE0 C biomass,DE0 C,biomass,0.252,2042
DE0 D biomass,DE0 D,biomass,19.968,2042
DE0 E biomass,DE0 E,biomass,18.5522,2042
DE0 F biomass,DE0 F,biomass,12.697,2042
DE0 G biomass,DE0 G,biomass,18.887,2042
DE0 1 biomass,DE0 1,biomass,94.2322,2041
DE0 2 biomass,DE0 2,biomass,215.7435,2041
DE0 4 biomass,DE0 4,biomass,58.709,2041
DE0 7 biomass,DE0 7,biomass,39.2756,2041
DE0 8 biomass,DE0 8,biomass,72.737,2041
DE0 9 biomass,DE0 9,biomass,355.15160000000003,2041
DE0 A biomass,DE0 A,biomass,142.2621,2041
DE0 B biomass,DE0 B,biomass,16.4535,2041
DE0 C biomass,DE0 C,biomass,2.7824999999999998,2041
DE0 D biomass,DE0 D,biomass,31.857,2041
DE0 E biomass,DE0 E,biomass,59.9309,2041
DE0 F biomass,DE0 F,biomass,122.6125,2041
DE0 G biomass,DE0 G,biomass,21.434,2041
DE0 1 biomass,DE0 1,biomass,67.57365,2040
DE0 2 biomass,DE0 2,biomass,196.3513,2040
DE0 4 biomass,DE0 4,biomass,28.959,2040
DE0 7 biomass,DE0 7,biomass,21.631,2040
DE0 8 biomass,DE0 8,biomass,25.884,2040
DE0 9 biomass,DE0 9,biomass,186.4409,2040
DE0 A biomass,DE0 A,biomass,70.76836,2040
DE0 B biomass,DE0 B,biomass,7.046,2040
DE0 C biomass,DE0 C,biomass,0.495,2040
DE0 D biomass,DE0 D,biomass,19.718999999999998,2040
DE0 E biomass,DE0 E,biomass,26.366,2040
DE0 F biomass,DE0 F,biomass,95.629,2040
DE0 G biomass,DE0 G,biomass,13.866,2040
DE0 1 biomass,DE0 1,biomass,51.62645,2039
DE0 2 biomass,DE0 2,biomass,115.04392,2039
DE0 4 biomass,DE0 4,biomass,23.631,2039
